MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU08683	no	Nd|NEUDI1_165892	no	Nt|NEUTE1_109071	no
Nc|NCU08685	no	Nd|NEUDI1_74561	no	Nt|NEUTE1_116562	no
Nc|NCU08686	no	Nd|NEUDI1_92911	no	Nt|NEUTE1_145548	no
Nc|NCU08687	no	Nd|NEUDI1_92911,NEUDI1_74568	no,no	Nt|NEUTE1_61114	no
Nc|NCU08688	no	Nd|NEUDI1_10750,NEUDI1_74573	no,no	Nt|NEUTE1_145545,NEUTE1_121342	no,no
Nc|NCU08689	no	Nd|NEUDI1_74573	no	Nt|NEUTE1_145545	no
Nc|NCU08691	no	Nd|NEUDI1_153837	no	Nt|NEUTE1_40734	no
Nc|NCU08692	no	Nd|NEUDI1_92923	no	Nt|NEUTE1_79787	no
Nc|NCU08693	no	Nd|NEUDI1_165899	no	Nt|NEUTE1_79782	no
Nc|NCU08694	no	Nd|NEUDI1_153840	no	Nt|NEUTE1_61097	no
Nc|NCU08695	no	Nd|NEUDI1_124430	no	Nt|NEUTE1_79775	no
Nc|NCU08696	no	Nd|NEUDI1_18608	no	Nt|NEUTE1_29386	no
Nc|NCU08697	no	NONE	NA	Nt|NEUTE1_43839	no
Nc|NCU08699	no	Nd|NEUDI1_168280	no	Nt|NEUTE1_44316	no
Nc|NCU08700	no	Nd|NEUDI1_102114	no	Nt|NEUTE1_64611	no
Nc|NCU08701	no	Nd|NEUDI1_64826	no	Nt|NEUTE1_64610	no
Nc|NCU08702	no	Nd|NEUDI1_141245	no	Nt|NEUTE1_122803	no
Nc|NCU08703	no	Nd|NEUDI1_102108	no	Nt|NEUTE1_130250	no
Nc|NCU08705	no	Nd|NEUDI1_128051	no	Nt|NEUTE1_130249	no
Nc|NCU08706	no	Nd|NEUDI1_18600	no	Nt|NEUTE1_83275	no
Nc|NCU08707	no	Nd|NEUDI1_102102	no	Nt|NEUTE1_130247	no
Nc|NCU08708	no	Nd|NEUDI1_157530	no	Nt|NEUTE1_146950	no
Nc|NCU08709	no	Nd|NEUDI1_102095	no	Nt|NEUTE1_101493,NEUTE1_83267	no,no
Nc|NCU08711	no	NONE	NA	NONE	NA
Nc|NCU08712	no	Nd|NEUDI1_168276,NEUDI1_128047	no,no	Nt|NEUTE1_117240,NEUTE1_122796	no,no
Nc|NCU08713	no	Nd|NEUDI1_168276,NEUDI1_128047	no,no	Nt|NEUTE1_117240	no
Nc|NCU08715	no	Nd|NEUDI1_157524	no	Nt|NEUTE1_146946	no
Nc|NCU08716	no	Nd|NEUDI1_157483	no	Nt|NEUTE1_43964	no
Nc|NCU08717	no	Nd|NEUDI1_101980	no	Nt|NEUTE1_45543	no
Nc|NCU08718	no	Nd|NEUDI1_128001	no	Nt|NEUTE1_44713	no
Nc|NCU08719	no	Nd|NEUDI1_18535	no	Nt|NEUTE1_146945	no
Nc|NCU08720	no	Nd|NEUDI1_168250	no	Nt|NEUTE1_117239	no
Nc|NCU08721	no	Nd|NEUDI1_18538,NEUDI1_18539	no,no	Nt|NEUTE1_122791	no
Nc|NCU08722	no	Nd|NEUDI1_157486	no	Nt|NEUTE1_101482	no
Nc|NCU08723	no	Nd|NEUDI1_141191	no	Nt|NEUTE1_45909	no
Nc|NCU08724	no	Nd|NEUDI1_128005	no	Nt|NEUTE1_122790	no
Nc|NCU08726	no	Nd|NEUDI1_141192	no	Nt|NEUTE1_146941	no
Nc|NCU08727	no	Nd|NEUDI1_168253	no	Nt|NEUTE1_101478	no
Nc|NCU08728	no	Nd|NEUDI1_83618	no	Nt|NEUTE1_64568	no
Nc|NCU08729	no	Nd|NEUDI1_168255,NEUDI1_101997	no,no	Nt|NEUTE1_83242	no
Nc|NCU08730	no	Nd|NEUDI1_128009	no	Nt|NEUTE1_146938	no
Nc|NCU08731	no	Nd|NEUDI1_83623	no	Nt|NEUTE1_44798	no
Nc|NCU08732	no	NONE	NA	Nt|NEUTE1_122784	no
Nc|NCU08733	no	NONE	NA	Nt|NEUTE1_83233	no
Nc|NCU08734	no	NONE	NA	Nt|NEUTE1_130230	no
Nc|NCU08735	no	NONE	NA	NONE	NA
Nc|NCU08736	no	Nd|NEUDI1_102002	no	Nt|NEUTE1_146930	no
Nc|NCU08737	no	Nd|NEUDI1_18552,NEUDI1_18551	no,no	Nt|NEUTE1_122781	no
Nc|NCU08738	no	Nd|NEUDI1_128013	no	Nt|NEUTE1_130226	no
Nc|NCU08739	no	Nd|NEUDI1_168257	no	Nt|NEUTE1_130227	no
Nc|NCU08741	no	Nd|NEUDI1_157495	no	Nt|NEUTE1_64543	no
Nc|NCU08742	no	Nd|NEUDI1_102015	no	Nt|NEUTE1_122777	no
Nc|NCU08743	no	Nd|NEUDI1_168259	no	Nt|NEUTE1_83214	no
Nc|NCU08744	no	Nd|NEUDI1_168261	no	Nt|NEUTE1_122775	no
Nc|NCU08745	no	Nd|NEUDI1_65167	no	Nt|NEUTE1_138367	no
Nc|NCU08746	no	Nd|NEUDI1_113039	no	Nt|NEUTE1_130221	no
Nc|NCU08747	no	Nd|NEUDI1_14900	no	Nt|NEUTE1_110733	no
Nc|NCU08748	no	Nd|NEUDI1_102027	no	Nt|NEUTE1_122772	no
Nc|NCU08749	no	NONE	NA	Nt|NEUTE1_122771	no
Nc|NCU08750	no	Nd|NEUDI1_113036	no	Nt|NEUTE1_146918	no
Nc|NCU08752	yes	Nd|NEUDI1_87086	yes	Nt|NEUTE1_138232	yes
Nc|NCU08753	yes	Nd|NEUDI1_129393	yes	Nt|NEUTE1_138231	yes
Nc|NCU08755	yes	Nd|NEUDI1_105484	yes	Nt|NEUTE1_82952	yes
Nc|NCU08756	yes	Nd|NEUDI1_169527	yes	Nt|NEUTE1_101331	yes
Nc|NCU08757	yes	Nd|NEUDI1_169527	yes	Nt|NEUTE1_110600	yes
Nc|NCU08760	no	Nd|NEUDI1_129397	yes	Nt|NEUTE1_82948	no
Nc|NCU08761	no	Nd|NEUDI1_129397	yes	Nt|NEUTE1_95082,NEUTE1_146815	no,no
Nc|NCU08762	no	Nd|NEUDI1_105500	yes	Nt|NEUTE1_64261	no
Nc|NCU08763	no	Nd|NEUDI1_87101	yes	Nt|NEUTE1_82939	no
Nc|NCU08764	yes	Nd|NEUDI1_129401	yes	Nt|NEUTE1_122659	no
Nc|NCU08765	yes	Nd|NEUDI1_169528	yes	Nt|NEUTE1_82937	yes
Nc|NCU08766	no	Nd|NEUDI1_87103	yes	Nt|NEUTE1_64252	no
Nc|NCU08767	no	Nd|NEUDI1_105509	yes	Nt|NEUTE1_64249	no
Nc|NCU08768	yes	Nd|NEUDI1_87156	no	Nt|NEUTE1_82928	no
Nc|NCU08769	yes	Nd|NEUDI1_68502,NEUDI1_87156	no,no	Nt|NEUTE1_82928	no
Nc|NCU08770	yes	Nd|NEUDI1_142819	no	Nt|NEUTE1_82922	no
Nc|NCU08771	no	Nd|NEUDI1_87150	no	Nt|NEUTE1_64239	no
Nc|NCU08772	no	Nd|NEUDI1_129424	no	Nt|NEUTE1_82917	no
Nc|NCU08773	no	Nd|NEUDI1_158929	no	Nt|NEUTE1_82915	no
Nc|NCU08774	no	NONE	NA	Nt|NEUTE1_101309	no
Nc|NCU08775	no	Nd|NEUDI1_129422	no	Nt|NEUTE1_122647	no
Nc|NCU08776	no	Nd|NEUDI1_158926	no	Nt|NEUTE1_82913	no
Nc|NCU08777	no	Nd|NEUDI1_36171	no	Nt|NEUTE1_101306	no
Nc|NCU08779	no	Nd|NEUDI1_68596	no	Nt|NEUTE1_117170	no
Nc|NCU08780	yes	Nd|NEUDI1_105523	yes	Nt|NEUTE1_138203	yes
Nc|NCU08781	yes	Nd|NEUDI1_20552	yes	Nt|NEUTE1_101299	yes
Nc|NCU08783	no	Nd|NEUDI1_169539	yes	Nt|NEUTE1_122640	no
Nc|NCU08784	no	Nd|NEUDI1_129416	yes	Nt|NEUTE1_110575	yes
Nc|NCU08785	yes	Nd|NEUDI1_105536	yes	Nt|NEUTE1_42477	yes
Nc|NCU08786	no	Nd|NEUDI1_87121	yes	Nt|NEUTE1_138196	yes
Nc|NCU08787	no	Nd|NEUDI1_129411	yes	Nt|NEUTE1_117169,NEUTE1_82900	no,no
Nc|NCU08788	no	NONE	NA	Nt|NEUTE1_43348	no
Nc|NCU08789	yes	NONE	NA	Nt|NEUTE1_41308	yes
Nc|NCU08790	yes	Nd|NEUDI1_20548	yes	Nt|NEUTE1_101288	no
Nc|NCU08791	no	Nd|NEUDI1_158914	yes	Nt|NEUTE1_64217	no
Nc|NCU08792	no	Nd|NEUDI1_158913	yes	Nt|NEUTE1_64214	no
Nc|NCU08793	no	Nd|NEUDI1_164330	yes	Nt|NEUTE1_146791	no
Nc|NCU08794	no	Nd|NEUDI1_35775	yes	Nt|NEUTE1_117167	no
Nc|NCU08795	no	Nd|NEUDI1_105512	yes	Nt|NEUTE1_25396	yes
Nc|NCU08796	yes	Nd|NEUDI1_142796	yes	Nt|NEUTE1_101283	yes
Nc|NCU08797	yes	Nd|NEUDI1_20541	yes	Nt|NEUTE1_101282	yes
Nc|NCU08799	yes	Nd|NEUDI1_66347	no	Nt|NEUTE1_17925	no
Nc|NCU08800	yes	NONE	NA	Nt|NEUTE1_99984	no
Nc|NCU08801	no	NONE	NA	Nt|NEUTE1_109305	no
Nc|NCU08802	no	Nd|NEUDI1_113727	no	Nt|NEUTE1_109305	no
Nc|NCU08803	no	Nd|NEUDI1_158136	no	Nt|NEUTE1_80270	no
Nc|NCU08804	no	Nd|NEUDI1_19355	no	Nt|NEUTE1_121555	no
Nc|NCU08805	no	NONE	NA	NONE	NA
Nc|NCU08806	no	Nd|NEUDI1_128622	no	Nt|NEUTE1_40459	no
Nc|NCU08807	no	Nd|NEUDI1_169038	no	Nt|NEUTE1_116661	no
Nc|NCU08809	no	Nd|NEUDI1_141914,NEUDI1_103589,NEUDI1_128624	no,no,no	Nt|NEUTE1_99978,NEUTE1_80257,NEUTE1_40069	no,no,no
Nc|NCU08810	no	Nd|NEUDI1_128624	no	Nt|NEUTE1_80257	no
Nc|NCU08811	no	Nd|NEUDI1_158143	no	Nt|NEUTE1_80252	no
Nc|NCU08812	yes	NONE	NA	Nt|NEUTE1_136860	no
Nc|NCU08813	yes	NONE	NA	NONE	NA
Nc|NCU08814	no	Nd|NEUDI1_141917	yes	Nt|NEUTE1_50575	no
Nc|NCU08816	no	NONE	NA	Nt|NEUTE1_145740	no
Nc|NCU08818	no	Nd|NEUDI1_66215	no	Nt|NEUTE1_145739,NEUTE1_116658	no,no
Nc|NCU08819	no	Nd|NEUDI1_128626	no	Nt|NEUTE1_116658	no
Nc|NCU08820	no	Nd|NEUDI1_128626	no	Nt|NEUTE1_61569	no
Nc|NCU08821	no	Nd|NEUDI1_85212	no	Nt|NEUTE1_61568	no
Nc|NCU08822	no	Nd|NEUDI1_163837	no	Nt|NEUTE1_61565	no
Nc|NCU08823	no	Nd|NEUDI1_163837	no	Nt|NEUTE1_61565	no
Nc|NCU08824	no	Nd|NEUDI1_169046	no	Nt|NEUTE1_121542	no
Nc|NCU08825	no	Nd|NEUDI1_169048,NEUDI1_163839	no,no	Nt|NEUTE1_121541	no
Nc|NCU08826	no	Nd|NEUDI1_128631	no	Nt|NEUTE1_145731	no
Nc|NCU08827	no	Nd|NEUDI1_158152	no	Nt|NEUTE1_61547	no
Nc|NCU08828	no	Nd|NEUDI1_169049	no	Nt|NEUTE1_116654	no
Nc|NCU08829	no	Nd|NEUDI1_113747	no	Nt|NEUTE1_99963	no
Nc|NCU08830	no	Nd|NEUDI1_19378	no	Nt|NEUTE1_109283,NEUTE1_109284	no,no
Nc|NCU08832	yes	Nd|NEUDI1_66340	no	Nt|NEUTE1_40460	no
Nc|NCU08833	yes	Nd|NEUDI1_66503	no	Nt|NEUTE1_99961	no
Nc|NCU08834	yes	NONE	NA	Nt|NEUTE1_99960	no
Nc|NCU08835	yes	Nd|NEUDI1_141931	no	Nt|NEUTE1_99959	no
Nc|NCU08836	no	Nd|NEUDI1_19384	no	Nt|NEUTE1_99958	no
Nc|NCU08837	no	Nd|NEUDI1_66220	no	Nt|NEUTE1_99957	no
Nc|NCU08838	no	Nd|NEUDI1_158154	no	Nt|NEUTE1_109277	no
Nc|NCU08839	no	Nd|NEUDI1_158155	no	Nt|NEUTE1_121537	no
Nc|NCU08840	no	Nd|NEUDI1_85234	no	Nt|NEUTE1_61540	no
Nc|NCU08841	no	Nd|NEUDI1_128636	no	Nt|NEUTE1_109274	no
Nc|NCU08842	no	Nd|NEUDI1_128637	no	Nt|NEUTE1_80215	no
Nc|NCU08843	no	NONE	NA	Nt|NEUTE1_99951	no
Nc|NCU08844	no	Nd|NEUDI1_158159	no	Nt|NEUTE1_61532	no
Nc|NCU08845	no	Nd|NEUDI1_15631	no	Nt|NEUTE1_136832	no
Nc|NCU08846	no	NONE	NA	Nt|NEUTE1_40130	no
Nc|NCU08847	no	Nd|NEUDI1_169227	no	Nt|NEUTE1_116183	no
Nc|NCU08848	no	Nd|NEUDI1_128924	no	Nt|NEUTE1_144770	no
Nc|NCU08849	no	Nd|NEUDI1_114118	no	Nt|NEUTE1_98746	no
Nc|NCU08850	no	Nd|NEUDI1_67453	no	Nt|NEUTE1_77799	no
Nc|NCU08851	no	Nd|NEUDI1_164022	no	Nt|NEUTE1_34568	no
Nc|NCU08852	no	Nd|NEUDI1_128928	no	Nt|NEUTE1_69987	no
Nc|NCU08853	no	Nd|NEUDI1_67304	no	Nt|NEUTE1_144779	no
Nc|NCU08855	no	Nd|NEUDI1_85931	no	Nt|NEUTE1_77815	no
Nc|NCU08856	no	Nd|NEUDI1_104318	no	Nt|NEUTE1_98755	no
Nc|NCU08857	no	Nd|NEUDI1_128920	no	Nt|NEUTE1_120560	no
Nc|NCU08858	no	Nd|NEUDI1_158434	no	Nt|NEUTE1_77810	no
Nc|NCU08859	no	Nd|NEUDI1_104305,NEUDI1_104311	no,no	Nt|NEUTE1_120557	no
Nc|NCU08860	no	Nd|NEUDI1_104305	no	Nt|NEUTE1_59120	no
Nc|NCU08861	no	Nd|NEUDI1_104305	no	Nt|NEUTE1_59117	no
Nc|NCU08862	no	Nd|NEUDI1_19793	no	Nt|NEUTE1_34323	no
Nc|NCU08863	no	Nd|NEUDI1_114105	no	Nt|NEUTE1_144779	no
Nc|NCU08864	no	Nd|NEUDI1_128915	no	Nt|NEUTE1_144779	no
Nc|NCU08865	no	Nd|NEUDI1_67300	no	Nt|NEUTE1_36805	no
Nc|NCU08866	no	NONE	NA	Nt|NEUTE1_35831	no
Nc|NCU08867	no	Nd|NEUDI1_19788	no	Nt|NEUTE1_98760	no
Nc|NCU08868	no	Nd|NEUDI1_158429	no	Nt|NEUTE1_128186	no
Nc|NCU08869	no	Nd|NEUDI1_104302	no	Nt|NEUTE1_77820	no
Nc|NCU08870	no	Nd|NEUDI1_104298	no	Nt|NEUTE1_116190	no
Nc|NCU08872	no	Nd|NEUDI1_67528	no	Nt|NEUTE1_35581	no
Nc|NCU08873	no	Nd|NEUDI1_104295	no	Nt|NEUTE1_120567	no
Nc|NCU08874	no	Nd|NEUDI1_158425	no	Nt|NEUTE1_77828	no
Nc|NCU08875	no	Nd|NEUDI1_85900	no	Nt|NEUTE1_77832	no
Nc|NCU08877	no	Nd|NEUDI1_164005,NEUDI1_128908	no,no	Nt|NEUTE1_128191	no
Nc|NCU08878	no	Nd|NEUDI1_85892	no	Nt|NEUTE1_120574	no
Nc|NCU08879	no	Nd|NEUDI1_85888	no	Nt|NEUTE1_144790	no
Nc|NCU08880	no	Nd|NEUDI1_104274	no	Nt|NEUTE1_128195	no
Nc|NCU08881	no	Nd|NEUDI1_67112	no	Nt|NEUTE1_135620	no
Nc|NCU08882	no	Nd|NEUDI1_104272	no	Nt|NEUTE1_59165	no
Nc|NCU08883	no	NONE	NA	NONE	NA
Nc|NCU08884	no	NONE	NA	NONE	NA
Nc|NCU08885	yes	NONE	NA	Nt|NEUTE1_34544	no
Nc|NCU08886	no	Nd|NEUDI1_169257	no	Nt|NEUTE1_116134	no
Nc|NCU08887	no	Nd|NEUDI1_142314	no	Nt|NEUTE1_35109	no
Nc|NCU08888	no	Nd|NEUDI1_158485	no	NONE	NA
Nc|NCU08889	no	Nd|NEUDI1_104424	no	Nt|NEUTE1_77591	no
Nc|NCU08891	no	Nd|NEUDI1_169270,NEUDI1_104464	no,no	Nt|NEUTE1_116135,NEUTE1_116136	no,no
Nc|NCU08892	no	NONE	NA	Nt|NEUTE1_128095	no
Nc|NCU08893	no	Nd|NEUDI1_104461	no	Nt|NEUTE1_128095,NEUTE1_128096	no,no
Nc|NCU08894	no	Nd|NEUDI1_104456	no	Nt|NEUTE1_128097	no
Nc|NCU08895	no	Nd|NEUDI1_169268	no	Nt|NEUTE1_58924	no
Nc|NCU08897	no	Nd|NEUDI1_164660	no	Nt|NEUTE1_116142	no
Nc|NCU08898	no	Nd|NEUDI1_122641	no	Nt|NEUTE1_58933	no
Nc|NCU08899	no	Nd|NEUDI1_70064	no	Nt|NEUTE1_120472	no
Nc|NCU08900	no	Nd|NEUDI1_122643	no	Nt|NEUTE1_98636	no
Nc|NCU08901	no	Nd|NEUDI1_17219	no	Nt|NEUTE1_128104	no
Nc|NCU08902	no	Nd|NEUDI1_135136	no	Nt|NEUTE1_58942	no
Nc|NCU08903	no	Nd|NEUDI1_17223	no	Nt|NEUTE1_120477	no
Nc|NCU08904	no	Nd|NEUDI1_88380	no	Nt|NEUTE1_128109	no
Nc|NCU08905	no	Nd|NEUDI1_122639	no	Nt|NEUTE1_98643	no
Nc|NCU08907	yes	Nd|NEUDI1_164655	yes	Nt|NEUTE1_116147	no
Nc|NCU08909	no	Nd|NEUDI1_164654	no	Nt|NEUTE1_116148	no
Nc|NCU08912	yes	NONE	NA	NONE	NA
Nc|NCU08915	yes	Nd|NEUDI1_17208	yes	Nt|NEUTE1_98648	yes
Nc|NCU08916	yes	Nd|NEUDI1_17207	yes	Nt|NEUTE1_108014	yes
Nc|NCU08917	yes	Nd|NEUDI1_106731	yes	Nt|NEUTE1_135488	yes
Nc|NCU08918	yes	NONE	NA	Nt|NEUTE1_36875	no
Nc|NCU08919	no	Nd|NEUDI1_70049	no	Nt|NEUTE1_144699	no
Nc|NCU08920	no	Nd|NEUDI1_70045	no	Nt|NEUTE1_116151	no
Nc|NCU08921	no	Nd|NEUDI1_17200,NEUDI1_159396,NEUDI1_8711	no,no,no	Nt|NEUTE1_98652	no
Nc|NCU08922	no	Nd|NEUDI1_164648	no	Nt|NEUTE1_77643	no
Nc|NCU08923	no	NONE	NA	NONE	NA
Nc|NCU08924	no	Nd|NEUDI1_90686	no	Nt|NEUTE1_56368	no
Nc|NCU08925	no	Nd|NEUDI1_123524	no	Nt|NEUTE1_36333	no
Nc|NCU08926	no	Nd|NEUDI1_90691	no	Nt|NEUTE1_127151	no
Nc|NCU08927	no	Nd|NEUDI1_123526	no	Nt|NEUTE1_56362	no
Nc|NCU08928	no	Nd|NEUDI1_123528	no	Nt|NEUTE1_127148	no
Nc|NCU08929	no	Nd|NEUDI1_90703	no	Nt|NEUTE1_143685	no
Nc|NCU08930	no	Nd|NEUDI1_90703,NEUDI1_165269	no,no	Nt|NEUTE1_56352	no
Nc|NCU08931	no	Nd|NEUDI1_90709	no	Nt|NEUTE1_119436	no
Nc|NCU08932	no	Nd|NEUDI1_107737	no	NONE	NA
Nc|NCU08933	no	NONE	NA	NONE	NA
Nc|NCU08934	no	Nd|NEUDI1_165271	no	Nt|NEUTE1_143681	no
Nc|NCU08935	no	Nd|NEUDI1_123533	no	Nt|NEUTE1_127142	no
Nc|NCU08936	no	Nd|NEUDI1_160020,NEUDI1_123533	no,no	Nt|NEUTE1_115643	no
Nc|NCU08937	no	NONE	NA	Nt|NEUTE1_97400	no
Nc|NCU08938	no	Nd|NEUDI1_123535	no	Nt|NEUTE1_127140	no
Nc|NCU08939	no	Nd|NEUDI1_165274	no	Nt|NEUTE1_75018	no
Nc|NCU08940	no	Nd|NEUDI1_90727	no	Nt|NEUTE1_115642	no
Nc|NCU08941	no	Nd|NEUDI1_90728	no	Nt|NEUTE1_143675	no
Nc|NCU08942	no	Nd|NEUDI1_123539	no	Nt|NEUTE1_127136	no
Nc|NCU08943	no	Nd|NEUDI1_72405	no	Nt|NEUTE1_56321	no
Nc|NCU08944	no	Nd|NEUDI1_72408	no	Nt|NEUTE1_143671	no
Nc|NCU08945	no	Nd|NEUDI1_47435	no	Nt|NEUTE1_127133	no
Nc|NCU08946	no	Nd|NEUDI1_165278	no	Nt|NEUTE1_119422	no
Nc|NCU08947	no	Nd|NEUDI1_160027	no	Nt|NEUTE1_115636	no
Nc|NCU08948	no	Nd|NEUDI1_90752	no	Nt|NEUTE1_74992	no
Nc|NCU08949	no	Nd|NEUDI1_165281	no	Nt|NEUTE1_115634	no
Nc|NCU08951	no	Nd|NEUDI1_165282	no	Nt|NEUTE1_127128	no
Nc|NCU08952	no	Nd|NEUDI1_123548	no	Nt|NEUTE1_37485	no
Nc|NCU08953	no	Nd|NEUDI1_165284	no	Nt|NEUTE1_134255	no
Nc|NCU08954	no	Nd|NEUDI1_49897	no	Nt|NEUTE1_56293	no
Nc|NCU08955	no	Nd|NEUDI1_152928	no	Nt|NEUTE1_143662	no
Nc|NCU08956	no	Nd|NEUDI1_90764	no	Nt|NEUTE1_143661	no
Nc|NCU08957	no	Nd|NEUDI1_18334	no	Nt|NEUTE1_36379	no
Nc|NCU08959	no	Nd|NEUDI1_90767	no	Nt|NEUTE1_127122	no
Nc|NCU08960	no	Nd|NEUDI1_160035	no	Nt|NEUTE1_119411	no
Nc|NCU08961	no	NONE	NA	NONE	NA
Nc|NCU08962	no	Nd|NEUDI1_152933	no	Nt|NEUTE1_74954	no
Nc|NCU08963	no	Nd|NEUDI1_165290	no	Nt|NEUTE1_74955	no
Nc|NCU08964	no	Nd|NEUDI1_90781	no	Nt|NEUTE1_115627	no
Nc|NCU08965	no	Nd|NEUDI1_90788	no	Nt|NEUTE1_143656	no
Nc|NCU08966	no	Nd|NEUDI1_72460	no	Nt|NEUTE1_127120	no
Nc|NCU08967	no	Nd|NEUDI1_72462	no	Nt|NEUTE1_74950	no
Nc|NCU08968	no	Nd|NEUDI1_123562	no	Nt|NEUTE1_56261	no
Nc|NCU08969	no	Nd|NEUDI1_165295	no	Nt|NEUTE1_127113	no
Nc|NCU08970	no	Nd|NEUDI1_165295	no	NONE	NA
Nc|NCU08971	no	Nd|NEUDI1_136168	no	Nt|NEUTE1_97371	no
Nc|NCU08972	no	Nd|NEUDI1_136170	no	Nt|NEUTE1_134237	no
Nc|NCU08973	no	Nd|NEUDI1_96375	no	Nt|NEUTE1_117105	no
Nc|NCU08974	no	Nd|NEUDI1_125785	no	Nt|NEUTE1_117106,NEUTE1_82536	no,no
Nc|NCU08975	no	NONE	NA	NONE	NA
Nc|NCU08976	no	Nd|NEUDI1_166803	no	Nt|NEUTE1_82538	no
Nc|NCU08977	no	Nd|NEUDI1_78013	no	Nt|NEUTE1_82541,NEUTE1_82545	no,no
Nc|NCU08978	no	Nd|NEUDI1_78013,NEUDI1_96366	no,no	Nt|NEUTE1_82545	no
Nc|NCU08979	no	NONE	NA	Nt|NEUTE1_101084	no
Nc|NCU08980	no	Nd|NEUDI1_96362	no	Nt|NEUTE1_122492	no
Nc|NCU08981	no	Nd|NEUDI1_155202	no	Nt|NEUTE1_122493	no
Nc|NCU08982	no	Nd|NEUDI1_58387	no	Nt|NEUTE1_63869,NEUTE1_122493	no,no
Nc|NCU08983	no	Nd|NEUDI1_125778	no	Nt|NEUTE1_122494	no
Nc|NCU08984	no	Nd|NEUDI1_125776,NEUDI1_125777	no,no	Nt|NEUTE1_63874,NEUTE1_82561	no,no
Nc|NCU08985	no	Nd|NEUDI1_125776,NEUDI1_125777	no,no	Nt|NEUTE1_63874,NEUTE1_82561	no,no
Nc|NCU08986	no	Nd|NEUDI1_58955	no	Nt|NEUTE1_63880	no
Nc|NCU08987	no	NONE	NA	Nt|NEUTE1_101091	no
Nc|NCU08988	no	Nd|NEUDI1_96345	no	Nt|NEUTE1_82564	no
Nc|NCU08989	no	Nd|NEUDI1_77986	no	Nt|NEUTE1_63885	no
Nc|NCU08990	no	Nd|NEUDI1_161566	no	Nt|NEUTE1_117110	no
Nc|NCU08991	no	Nd|NEUDI1_166794	no	Nt|NEUTE1_117111	no
Nc|NCU08992	no	Nd|NEUDI1_161563	no	Nt|NEUTE1_101097	no
Nc|NCU08993	no	Nd|NEUDI1_96329	no	Nt|NEUTE1_82583	no
Nc|NCU08994	no	Nd|NEUDI1_96325	no	Nt|NEUTE1_146655	no
Nc|NCU08995	no	Nd|NEUDI1_96322	no	Nt|NEUTE1_122506	no
Nc|NCU08996	no	Nd|NEUDI1_58786,NEUDI1_96322	no,no	Nt|NEUTE1_82594,NEUTE1_122506	no,no
Nc|NCU08997	no	Nd|NEUDI1_96319	no	Nt|NEUTE1_82595	no
Nc|NCU08998	no	Nd|NEUDI1_166789	no	Nt|NEUTE1_82595	no
Nc|NCU08999	no	Nd|NEUDI1_96315	no	Nt|NEUTE1_122509	no
Nc|NCU09000	no	Nd|NEUDI1_125763	no	Nt|NEUTE1_122510	no
Nc|NCU09001	no	Nd|NEUDI1_125762	no	Nt|NEUTE1_82608	no
Nc|NCU09002	no	Nd|NEUDI1_77949	no	Nt|NEUTE1_117116	no
Nc|NCU09003	no	Nd|NEUDI1_166786	no	Nt|NEUTE1_146664	no
Nc|NCU09004	no	Nd|NEUDI1_77943	no	Nt|NEUTE1_42045	no
Nc|NCU09005	no	Nd|NEUDI1_77942	no	Nt|NEUTE1_82620	no
Nc|NCU09006	no	Nd|NEUDI1_23876	no	Nt|NEUTE1_122516	no
Nc|NCU09007	no	Nd|NEUDI1_125757	no	Nt|NEUTE1_122517	no
Nc|NCU09008	no	Nd|NEUDI1_33146	no	Nt|NEUTE1_24852	no
Nc|NCU09010	no	Nd|NEUDI1_96290	no	Nt|NEUTE1_82628	no
Nc|NCU09012	no	Nd|NEUDI1_138666	no	Nt|NEUTE1_122521	no
Nc|NCU09013	no	Nd|NEUDI1_96286	no	Nt|NEUTE1_117120	no
Nc|NCU09014	no	Nd|NEUDI1_77927,NEUDI1_96286	no,no	Nt|NEUTE1_117120,NEUTE1_82635	no,no
Nc|NCU09015	no	Nd|NEUDI1_110387	no	Nt|NEUTE1_101121	no
Nc|NCU09017	no	Nd|NEUDI1_96282	no	Nt|NEUTE1_122524	no
Nc|NCU09018	no	Nd|NEUDI1_59137	no	Nt|NEUTE1_63954	no
Nc|NCU09020	no	Nd|NEUDI1_100503	no	Nt|NEUTE1_66404	no
Nc|NCU09022	no	Nd|NEUDI1_127396	no	Nt|NEUTE1_147678	no
Nc|NCU09023	no	Nd|NEUDI1_25956	no	Nt|NEUTE1_47815	no
Nc|NCU09024	no	Nd|NEUDI1_100497	no	Nt|NEUTE1_46969	no
Nc|NCU09025	no	Nd|NEUDI1_100494	no	Nt|NEUTE1_123580	no
Nc|NCU09026	yes	Nd|NEUDI1_100493	no	Nt|NEUTE1_85102	no
Nc|NCU09027	yes	Nd|NEUDI1_100489	no	Nt|NEUTE1_147682	no
Nc|NCU09028	no	Nd|NEUDI1_63398	no	Nt|NEUTE1_111609	no
Nc|NCU09029	no	Nd|NEUDI1_100485	no	Nt|NEUTE1_102507	no
Nc|NCU09030	no	Nd|NEUDI1_100484	no	Nt|NEUTE1_102508	no
Nc|NCU09031	yes	NONE	NA	Nt|NEUTE1_117646,NEUTE1_139321	no,no
Nc|NCU09032	no	Nd|NEUDI1_140525	no	Nt|NEUTE1_147686	no
