GENE	LEN
NCU03400	77
NCU10521	230
NCU03399	471
NCU02260	421
NCU04275	600
NCU02764	1017
NCU07700	844
NCU11888	107
NCU11533	407
NCU02272	1040
NCU02798	331
NCU07994	375
NCU01093	336
NCU11502	226
NCU08969	407
NCU07062	638
NCU01514	345
NCU04648	729
NCU01548	96
NCU03222	200
NCU02742	1283
NCU07487	870
NCU01523	214
NCU03374	326
NCU09696	511
NCU11224	287
NCU05811	124
NCU08343	362
NCU03131	439
NCU04452	379
NCU02553	419
NCU05576	117
NCU03847	260
NCU02671	575
NCU06391	595
NCU06607	572
NCU00566	116
NCU05383	1004
NCU07670	626
NCU03771	938
NCU00978	918
NCU01496	376
NCU02219	266
NCU06072	755
NCU03892	1060
NCU01055	539
NCU11006	210
NCU02579	228
NCU06566	814
NCU03424	227
NCU05944	347
NCU09224	595
NCU08708	660
NCU04747	880
NCU07353	84
NCU01167	231
NCU06793	805
NCU08373	1381
NCU00263	876
NCU04602	234
NCU02084	383
NCU11283	485
NCU00958	458
NCU00724	685
NCU00038	472
NCU03857	462
NCU07927	339
NCU05641	178
NCU08147	1092
NCU09529	866
NCU11766	236
NCU03380	654
NCU06429	1027
NCU07658	1940
NCU00760	116
NCU01748	460
NCU02600	666
NCU05774	992
NCU04806	309
NCU04255	686
NCU04352	1798
NCU01731	554
NCU02740	315
NCU07424	124
NCU03173	458
NCU01312	324
NCU00848	518
NCU05282	990
NCU10020	385
NCU06875	202
NCU03280	427
NCU03013	248
NCU00834	579
NCU02826	1108
NCU02116	337
NCU06259	619
NCU07870	1479
NCU04394	666
NCU05142	432
NCU09704	413
NCU10865	396
NCU01821	446
NCU04234	677
NCU12138	293
NCU00622	1491
NCU08377	2299
NCU03316	490
NCU03998	568
NCU03695	532
NCU01298	211
NCU11646	24
NCU10043	1292
NCU11728	179
NCU04010	435
NCU00850	255
NCU04813	666
NCU08993	2084
NCU02905	139
NCU11599	155
NCU01183	372
NCU08046	297
NCU10753	243
NCU06358	610
NCU01347	384
NCU06424	439
NCU03219	884
NCU04161	1470
NCU02528	375
NCU01534	430
NCU04656	550
NCU01891	125
NCU01684	269
NCU06787	323
NCU01375	120
NCU10853	879
NCU11536	185
NCU04274	304
NCU09427	530
NCU12131	185
NCU06584	776
NCU07551	347
NCU06413	761
NCU03702	323
NCU02310	802
NCU09479	263
NCU02522	546
NCU09132	454
NCU11277	1154
NCU11324	968
NCU07974	472
NCU01911	688
NCU00744	208
NCU03133	275
NCU00399	198
NCU01981	117
NCU05892	250
NCU00513	388
NCU06421	306
NCU04334	104
NCU08503	459
NCU00833	2202
NCU11605	128
NCU12168	121
NCU04655	283
NCU08500	202
NCU00609	403
NCU09812	944
NCU06764	286
NCU00894	672
NCU08507	455
NCU06349	255
NCU06534	1600
NCU00123	207
NCU04638	648
NCU08136	815
NCU01930	143
NCU05818	496
NCU04726	1085
NCU00538	1285
NCU01332	161
NCU05046	1121
NCU08271	478
NCU11975	348
NCU01669	587
NCU02434	686
NCU10016	454
NCU09718	407
NCU06167	502
NCU05620	1955
NCU00505	123
NCU09370	924
NCU07739	520
NCU06627	1190
NCU03061	607
NCU02413	641
NCU06403	672
NCU02049	1391
NCU03764	487
NCU03876	346
NCU03645	941
NCU00245	275
NCU00948	137
NCU03567	686
NCU04224	468
NCU07614	173
NCU04272	867
NCU01256	503
NCU00582	745
NCU05854	557
NCU06601	732
NCU07900	379
NCU09388	789
NCU00151	391
NCU07807	362
NCU07894	886
NCU08344	122
NCU07804	388
NCU08341	1169
NCU04459	522
NCU11508	499
NCU00435	227
NCU07734	390
NCU07048	217
NCU07302	416
NCU01122	935
NCU05488	283
NCU08972	184
NCU05567	187
NCU05881	701
NCU05301	855
NCU00663	233
NCU00180	641
NCU00533	212
NCU05804	192
NCU09715	523
NCU11311	92
NCU06569	805
NCU03284	183
NCU00561	447
NCU01881	713
NCU06742	324
NCU09425	791
NCU00015	279
NCU09015	875
NCU11845	154
NCU05754	1151
NCU09324	1235
NCU02702	238
NCU08561	324
NCU08009	944
NCU00786	697
NCU05840	478
NCU09386	145
NCU06268	864
NCU03276	306
NCU03879	90
NCU04492	294
NCU05876	854
NCU08134	803
NCU05500	500
NCU01592	420
NCU08633	517
NCU06980	1261
NCU06539	420
NCU03549	390
NCU04812	587
NCU04152	666
NCU03037	200
NCU01296	261
NCU01912	1167
NCU01012	661
NCU01947	1004
NCU06171	1533
NCU00280	939
NCU11549	326
NCU05024	270
NCU00107	293
NCU06149	569
NCU02765	115
NCU01777	897
NCU02502	388
NCU06330	372
NCU03127	842
NCU06437	1128
NCU02689	1279
NCU01490	463
NCU02794	1304
NCU03398	628
NCU06689	250
NCU02486	484
NCU10042	438
NCU11974	29
NCU00247	139
NCU02402	1167
NCU03716	283
NCU00244	311
NCU11675	125
NCU02586	639
NCU04340	440
NCU03639	337
NCU03815	622
NCU02555	469
NCU03947	817
NCU09873	557
NCU00542	423
NCU01807	245
NCU00701	226
NCU00207	295
NCU00127	592
NCU10650	333
NCU04370	1035
NCU11933	1213
NCU05809	377
NCU01632	1563
NCU03291	658
NCU11466	168
NCU09975	1318
NCU03622	1006
NCU07316	122
NCU00779	357
NCU04534	453
NCU00439	170
NCU00449	261
NCU03347	465
NCU03710	376
NCU05211	1560
NCU03175	995
NCU08691	311
NCU07550	248
NCU06361	329
NCU07475	193
NCU08982	462
NCU01198	541
NCU11635	371
NCU03363	1106
NCU06725	623
NCU12126	559
NCU00349	385
NCU05521	385
NCU07468	375
NCU02088	464
NCU01542	1155
NCU01919	548
NCU00357	615
NCU02631	216
NCU04002	733
NCU08044	348
NCU02307	743
NCU11321	388
NCU01503	817
NCU02327	365
NCU06623	304
NCU00905	610
NCU03136	1181
NCU03948	643
NCU09879	574
NCU09780	212
NCU05030	129
NCU07556	1893
NCU02232	576
NCU08155	176
NCU06085	732
NCU04600	439
NCU01310	484
NCU06617	139
NCU01474	349
NCU01147	557
NCU06252	811
NCU07531	875
NCU06420	90
NCU04400	594
NCU07690	613
NCU11849	157
NCU01135	797
NCU04598	1136
NCU01554	1458
NCU08600	1232
NCU05721	794
NCU04230	548
NCU03749	282
NCU00337	676
NCU02979	1008
NCU00807	122
NCU06574	573
NCU03779	649
NCU02398	636
NCU00790	862
NCU02111	1235
NCU08810	251
NCU04469	677
NCU01905	433
NCU11946	945
NCU05882	422
NCU10658	262
NCU05835	606
NCU03735	306
NCU04423	1023
NCU04568	505
NCU02749	509
NCU05524	814
NCU02029	283
NCU11236	306
NCU06917	572
NCU00809	547
NCU11852	439
NCU11202	1053
NCU05458	2319
NCU05860	236
NCU01382	1042
NCU05066	552
NCU05813	364
NCU02105	293
NCU03091	441
NCU00818	584
NCU01242	653
NCU03813	375
NCU00553	742
NCU10036	719
NCU12127	628
NCU09376	389
NCU04118	522
NCU09549	678
NCU06794	112
NCU02283	297
NCU06410	236
NCU03886	498
NCU11384	584
NCU03120	748
NCU02696	1194
NCU05612	481
NCU02052	1870
NCU03275	95
NCU08566	697
NCU11538	247
NCU03994	730
NCU09228	971
NCU11274	296
NCU01781	538
NCU12122	142
NCU01084	304
NCU06608	828
NCU06978	371
NCU06588	181
NCU08418	587
NCU00206	829
NCU02216	493
NCU03286	132
NCU03294	178
NCU09307	1094
NCU07545	357
NCU00648	582
NCU03150	156
NCU02722	197
NCU05645	284
NCU02578	1509
NCU11936	169
NCU11211	271
NCU11644	144
NCU00382	747
NCU08386	325
NCU07848	176
NCU06462	541
NCU03532	175
NCU09535	493
NCU06057	487
NCU03667	541
NCU01656	936
NCU01479	928
NCU08697	940
NCU00214	168
NCU11504	111
NCU04294	1097
NCU05548	379
NCU05585	558
NCU10470	937
NCU09344	107
NCU01366	1222
NCU04256	466
NCU07806	208
NCU09805	523
NCU02718	692
NCU00621	1336
NCU04076	1292
NCU06332	594
NCU01445	847
NCU05435	590
NCU08310	548
NCU02952	528
NCU03495	700
NCU01357	232
NCU07814	477
NCU03881	286
NCU09672	320
NCU09692	396
NCU03814	994
NCU01549	748
NCU11270	245
NCU05523	501
NCU12094	522
NCU01802	563
NCU05596	574
NCU00921	319
NCU04622	413
NCU00317	932
NCU02329	187
NCU03084	438
NCU11934	598
NCU03650	1079
NCU07875	432
NCU00863	448
NCU02632	1118
NCU01629	420
NCU02510	1678
NCU08274	144
NCU01010	302
NCU00497	511
NCU09803	266
NCU11172	220
NCU05984	415
NCU05797	354
NCU02156	141
NCU09680	484
NCU08880	534
NCU05564	886
NCU03000	240
NCU00172	842
NCU02241	609
NCU08726	810
NCU08678	217
NCU07769	543
NCU11463	63
NCU03525	297
NCU04504	515
NCU06301	168
NCU02404	434
NCU06970	323
NCU02882	227
NCU07590	710
NCU05540	383
NCU06440	269
NCU08499	926
NCU07778	1085
NCU11437	233
NCU09576	845
NCU01511	290
NCU06256	382
NCU01324	574
NCU07267	209
NCU11534	421
NCU02511	746
NCU02024	516
NCU06079	389
NCU06511	825
NCU01675	1275
NCU04521	330
NCU00495	1473
NCU03388	415
NCU02234	1778
NCU03913	417
NCU02611	827
NCU02136	300
NCU01917	875
NCU03660	308
NCU09099	283
NCU01284	381
NCU09382	386
NCU09347	447
NCU04541	218
NCU06701	757
NCU03408	434
NCU00558	652
NCU03050	319
NCU02815	1298
NCU06840	176
NCU11210	89
NCU08383	402
NCU03984	207
NCU04718	573
NCU00717	971
NCU06717	339
NCU09974	733
NCU04566	777
NCU01439	466
NCU04144	580
NCU02101	944
NCU08511	409
NCU06261	227
NCU07854	1547
NCU00128	1157
NCU00212	103
NCU01879	391
NCU05791	840
NCU08292	621
NCU07855	529
NCU00696	329
NCU09870	579
NCU01481	643
NCU04300	400
NCU06318	1179
NCU07012	1200
NCU09251	104
NCU07434	348
NCU06393	802
NCU06472	508
NCU05459	1104
NCU00726	223
NCU01157	728
NCU08316	1203
NCU06751	223
NCU00759	518
NCU07687	277
NCU06353	252
NCU11672	120
NCU07738	316
NCU06125	436
NCU07569	341
NCU09798	612
NCU04365	257
NCU07731	719
NCU09040	362
NCU05771	291
NCU01151	1315
NCU07810	373
NCU00739	123
NCU06554	258
NCU03304	205
NCU00179	126
NCU01313	93
NCU03375	303
NCU00211	110
NCU07733	256
NCU06059	355
NCU03986	1533
NCU06273	503
NCU05591	1547
NCU03202	100
NCU06923	377
NCU09734	424
NCU00512	872
NCU02994	1437
NCU04619	529
NCU11778	105
NCU11680	492
NCU09707	237
NCU07402	329
NCU07702	3309
NCU11350	700
NCU05414	663
NCU09556	584
NCU01449	507
NCU04408	351
NCU05826	596
NCU01469	285
NCU09544	508
NCU08027	754
NCU01380	413
NCU00872	351
NCU02118	486
NCU11882	127
NCU04540	1010
NCU01288	1484
NCU04252	709
NCU08162	466
NCU05569	268
NCU06213	522
NCU01438	407
NCU02173	1233
NCU06315	419
NCU07182	136
NCU04649	329
NCU07481	1093
NCU03373	113
NCU04817	492
NCU11552	403
NCU00691	794
NCU02775	425
NCU02209	481
NCU06150	332
NCU11180	870
NCU03278	411
NCU07760	369
NCU02247	1454
NCU05574	264
NCU02144	115
NCU02336	707
NCU05575	1207
NCU05735	554
NCU08820	747
NCU09366	265
NCU05350	498
NCU09317	652
NCU00873	346
NCU10110	449
NCU00021	1282
NCU07398	937
NCU02217	82
NCU01189	971
NCU10012	298
NCU01197	1365
NCU07881	302
NCU01140	1123
NCU04366	255
NCU00006	694
NCU12042	108
NCU07901	616
NCU06345	619
NCU08611	579
NCU00086	331
NCU05250	1945
NCU00454	582
NCU02331	155
NCU00967	641
NCU04460	392
NCU11931	946
NCU09206	463
NCU12152	1017
NCU09694	377
NCU09708	464
NCU10239	534
NCU06266	531
NCU04269	481
NCU02107	618
NCU01696	817
NCU03128	627
NCU06045	315
NCU10519	736
NCU02849	460
NCU00811	302
NCU07656	312
NCU02143	63
NCU01939	1047
NCU06407	1131
NCU04784	1844
NCU04404	957
NCU00752	154
NCU06996	506
NCU09744	353
NCU02344	293
NCU06169	316
NCU11566	170
NCU08437	114
NCU05318	275
NCU08349	773
NCU05519	519
NCU00272	1039
NCU05229	277
NCU00952	98
NCU04395	480
NCU07389	868
NCU00412	663
NCU04770	257
NCU11266	574
NCU05491	444
NCU00591	743
NCU11711	98
NCU06733	1877
NCU06749	384
NCU04765	436
NCU03063	547
NCU00822	542
NCU10881	180
NCU06518	326
NCU00122	537
NCU01850	374
NCU00423	1413
NCU03198	428
NCU02630	810
NCU08268	406
NCU12166	334
NCU00796	1060
NCU04329	1240
NCU00889	364
NCU03359	843
NCU03394	320
NCU02325	543
NCU01468	463
NCU01990	505
NCU08008	522
NCU01201	127
NCU03186	682
NCU00103	292
NCU00934	148
NCU07907	347
NCU04738	938
NCU00855	132
NCU12013	795
NCU02602	80
NCU02921	196
NCU03830	384
NCU08042	812
NCU03154	552
NCU01978	947
NCU09892	587
NCU00897	846
NCU00356	524
NCU00709	845
NCU05844	123
NCU08017	129
NCU07883	417
NCU08423	1081
NCU06541	436
NCU00645	132
NCU08441	2034
NCU03070	653
NCU02355	724
NCU07253	466
NCU00410	434
NCU01810	365
NCU01266	1151
NCU02298	135
NCU02085	527
NCU11970	107
NCU01644	1171
NCU00599	870
NCU01394	1266
NCU07332	538
NCU02176	264
NCU02065	949
NCU06490	336
NCU06242	317
NCU07036	251
NCU00250	106
NCU08036	829
NCU03543	382
NCU11986	408
NCU00501	547
NCU04615	1266
NCU10045	333
NCU10066	1223
NCU09461	194
NCU00800	574
NCU05582	784
NCU01932	1183
NCU03696	269
NCU03918	313
NCU10035	362
NCU00980	403
NCU11317	334
NCU00409	388
NCU00545	1109
NCU01143	1391
NCU11471	396
NCU03620	152
NCU06708	217
NCU00350	372
NCU01569	1027
NCU02233	770
NCU11460	231
NCU07871	830
NCU03223	430
NCU07412	1842
NCU00565	430
NCU08953	485
NCU00944	434
NCU02352	435
NCU06142	366
NCU12170	104
NCU00580	362
NCU02532	435
NCU03536	333
NCU01659	1226
NCU05385	937
NCU03953	226
NCU06307	419
NCU09474	278
NCU02277	237
NCU04158	488
NCU05281	298
NCU07261	456
NCU00515	1043
NCU00962	1789
NCU04531	2848
NCU07441	79
NCU03410	290
NCU04653	703
NCU04570	1096
NCU03333	337
NCU03527	372
NCU06351	596
NCU00227	340
NCU08734	597
NCU01099	409
NCU11484	828
NCU11846	165
NCU03956	601
NCU00405	732
NCU05720	358
NCU11237	176
NCU02787	1241
NCU02246	751
NCU01234	400
NCU05426	468
NCU09199	388
NCU00285	565
NCU06882	537
NCU03675	1150
NCU00223	406
NCU01233	289
NCU09290	229
NCU01411	575
NCU11961	1352
NCU11718	385
NCU07732	453
NCU01737	1051
NCU11264	303
NCU01349	1216
NCU09204	461
NCU05996	846
NCU08399	2567
NCU07340	521
NCU04033	328
NCU07178	198
NCU01456	418
NCU11927	483
NCU06224	127
NCU07028	160
NCU07061	177
NCU03341	754
NCU04764	479
NCU03493	957
NCU04790	729
NCU11654	467
NCU11385	599
NCU01088	502
NCU02261	123
NCU07953	362
NCU02571	399
NCU11349	68
NCU11410	497
NCU05040	250
NCU03758	976
NCU00178	401
NCU07467	198
NCU01116	546
NCU07754	567
NCU02570	336
NCU10897	72
NCU01478	918
NCU11488	103
NCU02889	558
NCU00573	748
NCU11482	111
NCU00677	577
NCU06484	1955
NCU05248	214
NCU09995	95
NCU01829	267
NCU08962	684
NCU05872	217
NCU09034	458
NCU00059	829
NCU04089	551
NCU01094	622
NCU06547	624
NCU11171	152
NCU11254	1607
NCU01008	183
NCU01827	135
NCU06907	931
NCU03908	242
NCU01192	1104
NCU00522	419
NCU03961	645
NCU05942	251
NCU06735	682
NCU01423	402
NCU00201	706
NCU10311	687
NCU01163	176
NCU04606	917
NCU12041	125
NCU01219	124
NCU05454	694
NCU07272	192
NCU05812	407
NCU01341	216
NCU07443	1562
NCU04027	331
NCU01427	433
NCU04211	204
NCU05313	153
NCU05789	289
NCU01485	396
NCU01327	602
NCU06383	447
NCU10101	346
NCU11884	559
NCU07986	481
NCU01159	136
NCU06287	187
NCU11632	114
NCU00321	836
NCU06248	483
NCU02968	900
NCU02139	770
NCU07809	111
NCU08287	1832
NCU04101	696
NCU00308	730
NCU04826	1422
NCU02411	1491
NCU12032	1062
NCU09981	136
NCU04646	513
NCU07464	472
NCU04641	557
NCU02591	617
NCU08417	1388
NCU01387	915
NCU02106	225
NCU07895	467
NCU03257	510
NCU06207	344
NCU01329	466
NCU02280	200
NCU00209	888
NCU04018	651
NCU11777	152
NCU02585	644
NCU08013	40
NCU04149	530
NCU07369	601
NCU03440	988
NCU06017	333
NCU07767	1016
NCU07992	562
NCU11483	477
NCU03279	757
NCU11588	1407
NCU09420	215
NCU03021	962
NCU04488	212
NCU10337	1603
NCU01715	449
NCU09924	391
NCU07788	746
NCU02103	1761
NCU06033	568
NCU01398	306
NCU00658	4007
NCU03006	379
NCU00846	814
NCU03303	530
NCU05728	108
NCU01362	750
NCU08477	203
NCU03579	262
NCU06609	433
NCU01322	353
NCU07714	694
NCU07793	526
NCU04085	396
NCU01271	484
NCU02728	1005
NCU02389	242
NCU09017	660
NCU02410	356
NCU00401	458
NCU06544	1142
NCU01145	205
NCU04466	247
NCU07780	180
NCU02080	86
NCU00119	1096
NCU05252	324
NCU06781	494
NCU03797	1162
NCU03726	340
NCU00417	148
NCU03833	174
NCU06468	4992
NCU07002	2573
NCU03215	638
NCU11796	150
NCU01804	164
NCU00536	525
NCU04572	242
NCU06084	347
NCU00787	429
NCU03232	198
NCU00629	845
NCU01260	2307
NCU06846	534
NCU04092	625
NCU03530	260
NCU07418	747
NCU01467	92
NCU00666	398
NCU04578	258
NCU10680	633
NCU11920	861
NCU02795	499
NCU03395	364
NCU08674	1186
NCU04188	173
NCU06685	1151
NCU02753	360
NCU10144	405
NCU01962	136
NCU11347	390
NCU08058	622
NCU00177	789
NCU11969	193
NCU06418	626
NCU02684	640
NCU00914	1017
NCU00798	312
NCU01922	238
NCU11775	201
NCU00938	304
NCU09258	1016
NCU09248	202
NCU03625	116
NCU06855	500
NCU01148	346
NCU05237	275
NCU11612	543
NCU01428	138
NCU11174	210
NCU02784	124
NCU06267	232
NCU11575	280
NCU00293	511
NCU00198	88
NCU11810	576
NCU02292	706
NCU08156	390
NCU09108	418
NCU11505	818
NCU03164	1530
NCU09739	675
NCU04667	327
NCU04072	297
NCU11490	132
NCU06366	504
NCU00029	514
NCU00687	426
NCU02556	1012
NCU06773	462
NCU07458	547
NCU00551	2418
NCU00385	165
NCU08127	478
NCU08676	222
NCU07532	502
NCU10893	239
NCU02679	565
NCU08658	1120
NCU02008	135
NCU04193	287
NCU03646	852
NCU09268	147
NCU06249	1221
NCU06176	180
NCU06348	305
NCU01090	656
NCU06124	151
NCU03033	314
NCU00158	416
NCU07735	354
NCU04749	1727
NCU00238	1329
NCU09219	1922
NCU11736	310
NCU06314	491
NCU01535	424
NCU07967	344
NCU06540	827
NCU02609	718
NCU05954	725
NCU00590	262
NCU09527	372
NCU10185	471
NCU03360	943
NCU02546	619
NCU01722	1360
NCU06930	2202
NCU00975	331
NCU06372	253
NCU04302	157
NCU06288	196
NCU02988	1072
NCU02322	410
NCU03748	448
NCU09374	1094
NCU09010	593
NCU03212	735
NCU09123	413
NCU05828	956
NCU00073	471
NCU07587	822
NCU03094	218
NCU01208	460
NCU03569	304
NCU00977	217
NCU06801	361
NCU02637	950
NCU11923	669
NCU05962	79
NCU03885	680
NCU07252	180
NCU11541	190
NCU02476	353
NCU11322	551
NCU07461	846
NCU02932	199
NCU03312	767
NCU04281	318
NCU06296	616
NCU05268	899
NCU08621	162
NCU05589	857
NCU07295	468
NCU05430	519
NCU02299	358
NCU05958	689
NCU09421	279
NCU06679	446
NCU07789	280
NCU03035	347
NCU03042	1215
NCU00354	59
NCU00924	427
NCU08161	469
NCU04384	1034
NCU06371	791
NCU04109	290
NCU06334	678
NCU05452	629
NCU04401	288
NCU04591	679
NCU07580	337
NCU07665	365
NCU03059	588
NCU01699	389
NCU11532	199
NCU01794	56
NCU06637	529
NCU02580	616
NCU00598	217
NCU06505	465
NCU05814	307
NCU01817	848
NCU04472	1882
NCU01717	417
NCU10763	676
NCU01412	445
NCU05196	531
NCU11793	133
NCU05994	801
NCU01477	629
NCU09841	164
NCU12005	595
NCU11296	1441
NCU03019	286
NCU04110	607
NCU00617	256
NCU05953	432
NCU08745	192
NCU06131	445
NCU02318	528
NCU00023	599
NCU11168	565
NCU09323	124
NCU07393	911
NCU01339	370
NCU08850	569
NCU02887	399
NCU06460	538
NCU09262	302
NCU00200	762
NCU03670	378
NCU09678	499
NCU08311	164
NCU05006	461
NCU01799	119
NCU03858	419
NCU08728	91
NCU11843	114
NCU03551	1152
NCU01612	774
NCU03904	75
NCU11662	295
NCU03393	290
NCU02256	822
NCU09786	439
NCU09727	649
NCU06874	744
NCU00902	530
NCU07898	238
NCU03679	525
NCU02464	390
NCU03055	456
NCU02535	533
NCU05795	203
NCU09241	937
NCU02058	579
NCU00258	202
NCU11427	464
NCU06647	290
NCU00142	841
NCU03870	733
NCU00935	581
NCU06108	358
NCU08840	751
NCU05608	2509
NCU04787	636
NCU04083	831
NCU07406	194
NCU08978	788
NCU00032	743
NCU04461	175
NCU00602	622
NCU01261	59
NCU06474	496
NCU03464	215
NCU00690	930
NCU07897	678
NCU08325	570
NCU01813	806
NCU04387	124
NCU04290	715
NCU04292	434
NCU03396	597
NCU00315	65
NCU04074	283
NCU02482	470
NCU02155	550
NCU01333	584
NCU00670	82
NCU03404	385
NCU05606	566
NCU06010	596
NCU04132	491
NCU06514	377
NCU00138	724
NCU10733	1457
NCU03624	676
NCU00309	573
NCU03180	93
NCU02335	282
NCU02349	1500
NCU01258	164
NCU07365	268
NCU01995	616
NCU04576	710
NCU00607	81
NCU02521	489
NCU01259	321
NCU05210	501
NCU04435	536
NCU01323	1263
NCU07289	348
NCU01763	327
NCU07313	849
NCU09001	572
NCU00826	547
NCU09249	117
NCU02015	680
NCU06572	299
NCU00471	480
NCU11636	236
NCU05648	981
NCU03554	663
NCU04104	959
NCU02206	141
NCU09736	609
NCU06064	97
NCU08489	554
NCU00330	492
NCU02051	1518
NCU04427	885
NCU09785	516
NCU11866	573
NCU00186	356
NCU05794	143
NCU00398	706
NCU06509	181
NCU01926	502
NCU02110	553
NCU05566	241
NCU11507	966
NCU04116	392
NCU07976	238
NCU06147	418
NCU09216	191
NCU09781	363
NCU06496	1386
NCU00918	460
NCU01160	483
NCU01207	607
NCU04654	491
NCU09381	227
NCU02675	406
NCU03668	785
NCU00363	761
NCU00022	969
NCU04557	667
NCU11327	295
NCU00993	623
NCU05778	185
NCU07975	950
NCU01269	611
NCU03003	299
NCU00574	127
NCU01204	161
NCU09830	1405
NCU11860	241
NCU09510	319
NCU02687	387
NCU00420	522
NCU03786	670
NCU08195	734
NCU01413	802
NCU08170	564
NCU02494	2626
NCU11853	110
NCU03775	188
NCU05494	292
NCU00444	226
NCU08299	439
NCU06431	130
NCU04321	1464
NCU03497	422
NCU06272	1798
NCU02541	501
NCU02770	1210
NCU09072	329
NCU09064	1233
NCU05752	505
NCU04543	310
NCU07578	447
NCU06479	363
NCU00749	362
NCU02564	456
NCU12182	526
NCU01512	517
NCU03967	186
NCU08326	390
NCU08442	125
NCU09777	477
NCU00008	431
NCU01555	101
NCU06968	286
NCU07827	454
NCU10799	145
NCU05571	300
NCU05865	488
NCU00481	1269
NCU01928	514
NCU06254	371
NCU03430	234
NCU04310	1056
NCU00926	776
NCU00516	157
NCU02950	451
NCU07756	180
NCU04050	270
NCU03480	845
NCU02568	243
NCU07297	605
NCU02808	682
NCU11467	350
NCU00367	969
NCU10143	1346
NCU11597	821
NCU00135	346
NCU00313	393
NCU09377	481
NCU03156	94
NCU05534	214
NCU11450	263
NCU11243	408
NCU07157	464
NCU05270	1102
NCU06317	170
NCU00782	495
NCU10732	331
NCU09882	454
NCU06399	348
NCU02202	1208
NCU04589	741
NCU06448	299
NCU00763	1296
NCU08747	582
NCU07564	650
NCU03169	878
NCU08158	438
NCU02906	611
NCU10595	339
NCU01613	798
NCU04176	916
NCU01951	1938
NCU01991	844
NCU08942	538
NCU06977	289
NCU11647	82
NCU01022	751
NCU06034	150
NCU04798	958
NCU07785	92
NCU06204	525
NCU02830	1151
NCU04398	328
NCU05321	689
NCU02040	609
NCU02477	539
NCU06854	481
NCU02604	976
NCU03057	428
NCU07774	313
NCU03226	173
NCU04107	139
NCU08428	534
NCU11540	136
NCU02670	955
NCU05808	514
NCU05136	364
NCU01746	177
NCU07360	309
NCU08019	658
NCU02545	316
NCU06063	580
NCU00710	399
NCU09133	257
NCU02257	571
NCU03822	461
NCU02707	201
NCU04070	307
NCU02901	222
NCU00592	444
NCU03204	581
NCU05244	285
NCU10283	708
NCU08607	444
NCU02400	426
NCU09783	337
NCU02455	217
NCU06322	273
NCU01369	688
NCU02179	580
NCU02076	248
NCU03565	136
NCU08960	109
NCU04014	1110
NCU07839	562
NCU07940	244
NCU05691	504
NCU03905	577
NCU12124	897
NCU11461	506
NCU00014	167
NCU06986	902
NCU04360	234
NCU01765	744
NCU03401	136
NCU03915	941
NCU09141	328
NCU10895	1318
NCU00660	542
NCU09316	788
NCU05926	969
NCU08707	314
NCU02360	386
NCU10907	529
NCU11794	959
NCU01433	479
NCU02731	427
NCU06284	881
NCU03139	870
NCU05253	574
NCU11912	244
NCU11539	152
NCU06844	169
NCU09689	371
NCU11965	860
NCU03638	140
NCU11669	1594
NCU00836	326
NCU09349	578
NCU00175	286
NCU03925	412
NCU09787	823
NCU10867	88
NCU12146	756
NCU05544	92
NCU08964	221
NCU04642	591
NCU08454	211
NCU04233	639
NCU08490	400
NCU08352	334
NCU02613	491
NCU04604	548
NCU06778	441
NCU03753	71
NCU09695	325
NCU06994	779
NCU08857	543
NCU01620	142
NCU07859	525
NCU00517	944
NCU07886	197
NCU05819	555
NCU03314	275
NCU04187	829
NCU07801	324
NCU03804	558
NCU02370	76
NCU00302	352
NCU02800	900
NCU01869	398
NCU05614	398
NCU06168	602
NCU02877	821
NCU04414	460
NCU00675	1125
NCU03126	314
NCU08496	1290
NCU09197	413
NCU09226	508
NCU11434	154
NCU05931	791
NCU02172	1130
NCU06187	482
NCU03831	113
NCU04628	974
NCU06822	361
NCU01914	142
NCU09005	548
NCU02693	372
NCU07710	2004
NCU05354	81
NCU10601	118
NCU07422	424
NCU01859	189
NCU00246	165
NCU06795	208
NCU01311	813
NCU08358	1578
NCU11590	242
NCU00344	875
NCU01491	497
NCU02419	165
NCU06386	439
NCU07018	1212
NCU03409	617
NCU04674	928
NCU12025	119
NCU00236	366
NCU12038	576
NCU00219	1826
NCU03100	492
NCU00770	1845
NCU01966	92
NCU00880	809
NCU00216	310
NCU04723	490
NCU04201	1087
NCU01760	776
NCU00927	1191
NCU01416	116
NCU01591	566
NCU05224	474
NCU07300	597
NCU03354	741
NCU00162	436
NCU03352	517
NCU05422	1016
NCU06438	862
NCU06404	205
NCU08822	210
NCU12030	523
NCU04054	447
NCU04930	562
NCU06752	999
NCU01976	664
NCU06969	714
NCU03381	399
NCU02026	678
NCU07324	340
NCU07363	349
NCU10292	337
NCU02245	1141
NCU06744	573
NCU06922	138
NCU01924	467
NCU07999	996
NCU01837	132
NCU08317	911
NCU05986	381
NCU07697	379
NCU00874	1481
NCU06960	427
NCU08138	314
NCU08288	320
NCU08324	355
NCU05404	461
NCU02980	425
NCU09091	547
NCU11589	329
NCU03629	112
NCU03725	680
NCU06718	673
NCU09570	287
NCU02953	124
NCU01742	548
NCU08390	238
NCU02062	289
NCU02031	495
NCU09360	307
NCU00946	169
NCU05592	264
NCU04661	1413
NCU09469	1285
NCU01766	252
NCU03576	370
NCU06049	817
NCU03348	479
NCU04803	330
NCU06870	521
NCU05303	227
NCU06387	482
