Locus	Supercontig	Start	Stop	Strand	NaN	Gene Name	Ontology Term ID	Ontology Term Name	Protein Family
NCU04798	supercont10.6	859528	862532	+	411.108108108108	"alpha-1	2-mannosidase subfamily"			
NCU07785	supercont10.5	306857	307271	+	411.090909090909	hypothetical protein			
NCU06204	supercont10.3	1902142	1904054	+	411.038461538462	hypothetical protein			
NCU02830	supercont10.1	8968549	8973598	+	411.035087719298	ARF GTPase activator			
NCU04398	supercont10.4	3492900	3494165	+	410.9	hypothetical protein			
NCU05321	supercont10.4	5335044	5337532	+	410.78125	hypothetical protein			
NCU02040	supercont10.1	1587862	1589691	+	410.76	hypothetical protein			
NCU02477	supercont10.1	2441214	2443071	+	410.72	ribosome biogenesis protein Sqt1			
NCU06854	supercont10.2	1746757	1748715	-	410.666666666667	RuvB-like helicase 2	"GO:0005634	GO:0006364	GO:0006357	GO:0031011	GO:0031011	GO:0016585	GO:0043141	GO:0016887	GO:0016074	GO:0000812	GO:0016585	GO:0016074	GO:0000812	GO:0006364	GO:0031011	GO:0016585	GO:0006338	GO:0006364	GO:0006357	GO:0043141	GO:0043141	GO:0031011	GO:0006357	GO:0006338	GO:0005634	GO:0006357	GO:0016887	GO:0000812	GO:0016585	GO:0006364	GO:0016585	GO:0043141	GO:0006357	GO:0000812	GO:0016585	GO:0006338	GO:0005634	GO:0016887	GO:0043141	GO:0006364	GO:0016074	GO:0005634	GO:0031011	GO:0016585	GO:0016887	GO:0006357	GO:0006364	GO:0000812	GO:0006338	GO:0031011	GO:0016074	GO:0016074	GO:0000812	GO:0006338	GO:0005634	GO:0016887	GO:0006338	GO:0005634	GO:0016887	GO:0006338	GO:0006338	GO:0016887	GO:0005634	GO:0006357	GO:0005634	GO:0043141	GO:0016887	GO:0006364	GO:0043141	GO:0031011	GO:0043141	GO:0006364	GO:0031011	GO:0006357	GO:0006357	GO:0016074	GO:0006338	GO:0006364	GO:0005634	GO:0016887	GO:0016585	GO:0016074	GO:0016074	GO:0000812	GO:0005634	GO:0016887	GO:0043141	GO:0006357	GO:0031011	GO:0006364	GO:0000812	GO:0016074	GO:0016585	GO:0031011	GO:0006357	GO:0043141	GO:0016074	GO:0000812	GO:0016585	GO:0006338	GO:0006338	GO:0005634	GO:0016887	GO:0031011	GO:0000812	GO:0043141	GO:0006364	GO:0000812	GO:0016074	GO:0016585"	"nucleus	rRNA processing	regulation of transcription from RNA polymerase II promoter	Ino80 complex	Ino80 complex	chromatin remodeling complex	ATP-dependent 5'-3' DNA helicase activity	ATPase activity	snoRNA metabolic process	Swr1 complex	chromatin remodeling complex	snoRNA metabolic process	Swr1 complex	rRNA processing	Ino80 complex	chromatin remodeling complex	chromatin remodeling	rRNA processing	regulation of transcription from RNA polymerase II promoter	ATP-dependent 5'-3' DNA helicase activity	ATP-dependent 5'-3' DNA helicase activity	Ino80 complex	regulation of transcription from RNA polymerase II promoter	chromatin remodeling	nucleus	regulation of transcription from RNA polymerase II promoter	ATPase activity	Swr1 complex	chromatin remodeling complex	rRNA processing	chromatin remodeling complex	ATP-dependent 5'-3' DNA helicase activity	regulation of transcription from RNA polymerase II promoter	Swr1 complex	chromatin remodeling complex	chromatin remodeling	nucleus	ATPase activity	ATP-dependent 5'-3' DNA helicase activity	rRNA processing	snoRNA metabolic process	nucleus	Ino80 complex	chromatin remodeling complex	ATPase activity	regulation of transcription from RNA polymerase II promoter	rRNA processing	Swr1 complex	chromatin remodeling	Ino80 complex	snoRNA metabolic process	snoRNA metabolic process	Swr1 complex	chromatin remodeling	nucleus	ATPase activity	chromatin remodeling	nucleus	ATPase activity	chromatin remodeling	chromatin remodeling	ATPase activity	nucleus	regulation of transcription from RNA polymerase II promoter	nucleus	ATP-dependent 5'-3' DNA helicase activity	ATPase activity	rRNA processing	ATP-dependent 5'-3' DNA helicase activity	Ino80 complex	ATP-dependent 5'-3' DNA helicase activity	rRNA processing	Ino80 complex	regulation of transcription from RNA polymerase II promoter	regulation of transcription from RNA polymerase II promoter	snoRNA metabolic process	chromatin remodeling	rRNA processing	nucleus	ATPase activity	chromatin remodeling complex	snoRNA metabolic process	snoRNA metabolic process	Swr1 complex	nucleus	ATPase activity	ATP-dependent 5'-3' DNA helicase activity	regulation of transcription from RNA polymerase II promoter	Ino80 complex	rRNA processing	Swr1 complex	snoRNA metabolic process	chromatin remodeling complex	Ino80 complex	regulation of transcription from RNA polymerase II promoter	ATP-dependent 5'-3' DNA helicase activity	snoRNA metabolic process	Swr1 complex	chromatin remodeling complex	chromatin remodeling	chromatin remodeling	nucleus	ATPase activity	Ino80 complex	Swr1 complex	ATP-dependent 5'-3' DNA helicase activity	rRNA processing	Swr1 complex	snoRNA metabolic process	chromatin remodeling complex"	
NCU02604	supercont10.1	2873528	2877239	-	410.613636363636	hypothetical protein			
NCU03057	supercont10.1	4365085	4366456	-	410.52380952381	hypothetical protein			
NCU07774	supercont10.5	351350	352758	+	410.380952380952	GTP cyclohydrolase-1	"GO:0009396	GO:0003934	GO:0005737	GO:0005634	GO:0005737	GO:0009396	GO:0003934	GO:0009396	GO:0005634	GO:0003934	GO:0005737	GO:0005737	GO:0003934	GO:0005634	GO:0005634	GO:0009396	GO:0005634	GO:0005737	GO:0003934	GO:0009396"	"folic acid and derivative biosynthetic process	GTP cyclohydrolase I activity	cytoplasm	nucleus	cytoplasm	folic acid and derivative biosynthetic process	GTP cyclohydrolase I activity	folic acid and derivative biosynthetic process	nucleus	GTP cyclohydrolase I activity	cytoplasm	cytoplasm	GTP cyclohydrolase I activity	nucleus	nucleus	folic acid and derivative biosynthetic process	nucleus	cytoplasm	GTP cyclohydrolase I activity	folic acid and derivative biosynthetic process"	
NCU03226	supercont10.1	4971616	4972891	+	410.368421052632	Y14 protein			
NCU04107	supercont10.5	4864450	4865151	-	410.357142857143	hypothetical protein			
NCU08428	supercont10.2	4034930	4036895	-	410.307692307692	MFS transporter			
NCU11540	supercont10.1	7250876	7251638	+	410.266666666667	hypothetical protein			
NCU02670	supercont10.1	3142253	3145120	-	410.111111111111	ATP binding L-PSP endoribonuclease			
NCU05808	supercont10.7	349539	351083	+	409.863636363636	serine/threonine protein kinase			
NCU05136	supercont10.6	3604983	3606842	+	409.846153846154	"endo alpha-1	4 polygalactosaminidase precusor"			
NCU01746	supercont10.2	2562644	2563797	-	409.777777777778	hypothetical protein			
NCU07360	supercont10.1	6227826	6228755	+	409.75	DnaJ domain-containing protein			
NCU08019	supercont10.4	3930296	3932347	+	409.642857142857	hypothetical protein			
NCU02545	supercont10.1	2684961	2686302	-	409.571428571429	hypothetical protein			
NCU06063	supercont10.7	2318097	2320031	+	409.555555555556	long-chain-fatty-acid-CoA ligase			
NCU00710	supercont10.1	7476222	7477697	+	409.52380952381	acetyl xylan esterase			
NCU09133	supercont10.1	5449901	5451725	-	409.307692307692	hypothetical protein	"FAO:0001001	FAO:0001001	GO:0030446	GO:0030446	FAO:0001001	GO:0030446"	"hypha	hypha	hyphal cell wall	hyphal cell wall	hypha	hyphal cell wall"	
NCU02257	supercont10.7	1094337	1096568	+	409.241379310345	protein-tyrosine phosphatase 2			
NCU03822	supercont10.5	2526899	2528604	+	409.24	hypothetical protein			
NCU02707	supercont10.1	3266377	3267775	-	409.238095238095	60S ribosomal protein L6	"GO:0022625	GO:0006412	GO:0022625	GO:0006412	GO:0000027	GO:0003735	GO:0022625	GO:0003723	GO:0022625	GO:0000027	GO:0003723	GO:0006412	GO:0003723	GO:0022625	GO:0003723	GO:0003735	GO:0003723	GO:0000027	GO:0003735	GO:0006412	GO:0006412	GO:0000027	GO:0000027	GO:0003735	GO:0003723	GO:0003735	GO:0000027	GO:0022625	GO:0003735	GO:0006412"	"cytosolic large ribosomal subunit	translation	cytosolic large ribosomal subunit	translation	ribosomal large subunit assembly	structural constituent of ribosome	cytosolic large ribosomal subunit	RNA binding	cytosolic large ribosomal subunit	ribosomal large subunit assembly	RNA binding	translation	RNA binding	cytosolic large ribosomal subunit	RNA binding	structural constituent of ribosome	RNA binding	ribosomal large subunit assembly	structural constituent of ribosome	translation	translation	ribosomal large subunit assembly	ribosomal large subunit assembly	structural constituent of ribosome	RNA binding	structural constituent of ribosome	ribosomal large subunit assembly	cytosolic large ribosomal subunit	structural constituent of ribosome	translation"	
NCU04070	supercont10.6	1994675	1995677	-	409.117647058824	hypothetical protein			
NCU02901	supercont10.1	8747257	8748347	-	408.388888888889	hypothetical protein			
NCU00592	supercont10.1	7901123	7902746	+	408.304347826087	pre-mRNA-splicing factor cwc-25			
NCU03204	supercont10.1	4900442	4902402	-	408.185185185185	iron-sulfur cluster assembly associated protein Nar1			
NCU05244	supercont10.4	5628783	5629775	+	408.176470588235	thioesterase			
NCU10283	supercont10.2	3963752	3966342	+	408.121212121212	tryptophan synthetase	"GO:0005634	GO:0000162	GO:0000162	GO:0004834	GO:0005634	GO:0000162	GO:0005634	GO:0004834	GO:0005737	GO:0005737	GO:0004834	GO:0005737	GO:0004834	GO:0005737	GO:0005737	GO:0005634	GO:0000162	GO:0005634	GO:0000162	GO:0004834"	"nucleus	tryptophan biosynthetic process	tryptophan biosynthetic process	tryptophan synthase activity	nucleus	tryptophan biosynthetic process	nucleus	tryptophan synthase activity	cytoplasm	cytoplasm	tryptophan synthase activity	cytoplasm	tryptophan synthase activity	cytoplasm	cytoplasm	nucleus	tryptophan biosynthetic process	nucleus	tryptophan biosynthetic process	tryptophan synthase activity"	
NCU08607	supercont10.1	9584669	9586684	-	408.074074074074	endoplasmic reticulum-Golgi intermediate compartment protein 3			
NCU02400	supercont10.7	1619899	1622848	+	408.054054054054	metacaspase-1B	"GO:0008234	GO:0005634	GO:0008234	GO:0005634	GO:0005634	GO:0008234"	"cysteine-type peptidase activity	nucleus	cysteine-type peptidase activity	nucleus	nucleus	cysteine-type peptidase activity"	
NCU09783	supercont10.6	1104107	1105293	+	408	D-isomer specific 2-hydroxyacid dehydrogenase	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU02455	supercont10.7	2132742	2133764	+	408	FKBP-type peptidyl-prolyl cis-trans isomerase	"GO:0006461	GO:0005788	GO:0051087	GO:0005788	GO:0003755	GO:0030544	GO:0051087	GO:0030544	GO:0051087	GO:0030544	GO:0003755	GO:0051087	GO:0005788	GO:0006461	GO:0003755	GO:0051087	GO:0030544	GO:0003755	GO:0005788	GO:0006461	GO:0051087	GO:0030544	GO:0003755	GO:0005788	GO:0006461	GO:0030544	GO:0006461	GO:0006461	GO:0003755	GO:0005788"	"protein complex assembly	endoplasmic reticulum lumen	chaperone binding	endoplasmic reticulum lumen	peptidyl-prolyl cis-trans isomerase activity	Hsp70 protein binding	chaperone binding	Hsp70 protein binding	chaperone binding	Hsp70 protein binding	peptidyl-prolyl cis-trans isomerase activity	chaperone binding	endoplasmic reticulum lumen	protein complex assembly	peptidyl-prolyl cis-trans isomerase activity	chaperone binding	Hsp70 protein binding	peptidyl-prolyl cis-trans isomerase activity	endoplasmic reticulum lumen	protein complex assembly	chaperone binding	Hsp70 protein binding	peptidyl-prolyl cis-trans isomerase activity	endoplasmic reticulum lumen	protein complex assembly	Hsp70 protein binding	protein complex assembly	protein complex assembly	peptidyl-prolyl cis-trans isomerase activity	endoplasmic reticulum lumen"	
NCU06322	supercont10.4	2918599	2919657	+	407.944444444444	DNA replication complex GINS protein psf-2			
NCU01369	supercont10.5	3797979	3801619	+	407.863636363636	ATP-dependent RNA helicase ded-1	"GO:0003724	GO:0006413	GO:0006413	GO:0008380	GO:0003724	GO:0008380	GO:0006413	GO:0003724	GO:0008380	GO:0006413	GO:0003724	GO:0008380"	"RNA helicase activity	translational initiation	translational initiation	RNA splicing	RNA helicase activity	RNA splicing	translational initiation	RNA helicase activity	RNA splicing	translational initiation	RNA helicase activity	RNA splicing"	
NCU02179	supercont10.1	965259	968393	+	407.842105263158	D-lactate dehydrogenase			
NCU02076	supercont10.1	1447902	1449760	-	407.68	eukaryotic translation initiation factor 4E			
NCU03565	supercont10.2	210038	211327	-	407.5	ribosomal protein L26	"GO:0003723	GO:0003723	GO:0003723	GO:0003723	GO:0006412	GO:0003723	GO:0003735	GO:0006412	GO:0006412	GO:0022625	GO:0005515	GO:0003735	GO:0005515	GO:0022625	GO:0005515	GO:0003735	GO:0022625	GO:0022625	GO:0006412	GO:0005515	GO:0022625	GO:0003735	GO:0003735	GO:0005515	GO:0003723	GO:0006412	GO:0005515	GO:0006412	GO:0003735	GO:0022625"	"RNA binding	RNA binding	RNA binding	RNA binding	translation	RNA binding	structural constituent of ribosome	translation	translation	cytosolic large ribosomal subunit	protein binding	structural constituent of ribosome	protein binding	cytosolic large ribosomal subunit	protein binding	structural constituent of ribosome	cytosolic large ribosomal subunit	cytosolic large ribosomal subunit	translation	protein binding	cytosolic large ribosomal subunit	structural constituent of ribosome	structural constituent of ribosome	protein binding	RNA binding	translation	protein binding	translation	structural constituent of ribosome	cytosolic large ribosomal subunit"	
NCU08960	supercont10.5	5824890	5826141	+	407.45	hypothetical protein	"GO:0022625	GO:0006412	GO:0003735	GO:0003735	GO:0022625	GO:0003735	GO:0022625	GO:0000723	GO:0000723	GO:0006412	GO:0022625	GO:0003735	GO:0000723	GO:0006412	GO:0000723	GO:0022625	GO:0000723	GO:0003735	GO:0006412	GO:0006412"	"cytosolic large ribosomal subunit	translation	structural constituent of ribosome	structural constituent of ribosome	cytosolic large ribosomal subunit	structural constituent of ribosome	cytosolic large ribosomal subunit	telomere maintenance	telomere maintenance	translation	cytosolic large ribosomal subunit	structural constituent of ribosome	telomere maintenance	translation	telomere maintenance	cytosolic large ribosomal subunit	telomere maintenance	structural constituent of ribosome	translation	translation"	
NCU04014	supercont10.6	2186154	2189753	+	407.441860465116	hypothetical protein			
NCU07839	supercont10.3	1037873	1041521	+	407.431818181818	ATP-dependent RNA helicase dbp-2	"GO:0005737	GO:0006364	GO:0000184	GO:0005739	GO:0006364	GO:0005737	GO:0005634	GO:0005737	GO:0005634	GO:0005634	GO:0000184	GO:0006364	GO:0005737	GO:0006364	GO:0005739	GO:0000184	GO:0005739	GO:0005634	GO:0006364	GO:0005739	GO:0005737	GO:0000184	GO:0005634	GO:0000184	GO:0005739	GO:0005737	GO:0000184	GO:0005739	GO:0005634	GO:0006364"	"cytoplasm	rRNA processing	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	mitochondrion	rRNA processing	cytoplasm	nucleus	cytoplasm	nucleus	nucleus	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	rRNA processing	cytoplasm	rRNA processing	mitochondrion	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	mitochondrion	nucleus	rRNA processing	mitochondrion	cytoplasm	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	nucleus	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	mitochondrion	cytoplasm	nuclear-transcribed mRNA catabolic process	 nonsense-mediated decay	mitochondrion	nucleus	rRNA processing"	
NCU07940	supercont10.4	1285707	1287436	-	407.166666666667	hypothetical protein			
NCU05691	supercont10.3	521238	522752	+	407	hypothetical protein			
NCU03905	supercont10.6	2526254	2529585	+	406.825	hypothetical protein			
NCU12124	supercont10.6	939868	942730	-	406.777777777778	nitrilase			
NCU11461	supercont10.1	2027524	2029510	-	406.740740740741	hypothetical protein			
NCU00014	supercont10.3	2284657	2286439	+	406.64	hypothetical protein			
NCU06986	supercont10.4	4784410	4788490	+	406.574468085106	DUF221 domain-containing protein	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU04360	supercont10.4	3640702	3642343	+	406.565217391304	hypothetical protein			
NCU01765	supercont10.2	2512545	2515985	-	406.560975609756	NADH:ubiquinone oxidoreductase 78	"GO:0005747	GO:0030437	GO:0005747	GO:0005747	GO:0009055	GO:0005739	GO:0006116	GO:0006120	GO:0005739	GO:0009055	GO:0006116	GO:0005739	GO:0005747	GO:0005739	GO:0006120	GO:0005747	GO:0005739	GO:0006116	GO:0006120	GO:0005747	GO:0009055	GO:0005739	GO:0009055	GO:0006116	GO:0006120	GO:0009055	GO:0005739	GO:0006116	GO:0030437	GO:0030437	GO:0005739	GO:0005739	GO:0009055	GO:0006116	GO:0006120	GO:0006120"	"mitochondrial respiratory chain complex I	ascospore formation	mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	electron carrier activity	mitochondrion	NADH oxidation	mitochondrial electron transport	 NADH to ubiquinone	mitochondrion	electron carrier activity	NADH oxidation	mitochondrion	mitochondrial respiratory chain complex I	mitochondrion	mitochondrial electron transport	 NADH to ubiquinone	mitochondrial respiratory chain complex I	mitochondrion	NADH oxidation	mitochondrial electron transport	 NADH to ubiquinone	mitochondrial respiratory chain complex I	electron carrier activity	mitochondrion	electron carrier activity	NADH oxidation	mitochondrial electron transport	 NADH to ubiquinone	electron carrier activity	mitochondrion	NADH oxidation	ascospore formation	ascospore formation	mitochondrion	mitochondrion	electron carrier activity	NADH oxidation	mitochondrial electron transport	 NADH to ubiquinone	mitochondrial electron transport	 NADH to ubiquinone"	
NCU03401	supercont10.2	845455	846377	-	406.5	hypothetical protein			
NCU03915	supercont10.6	2504776	2507881	+	406.473684210526	hypothetical protein			
NCU09141	supercont10.1	5471206	5472723	+	406.454545454545	pyridoxal reductase	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU10895	supercont10.1	7164391	7168743	+	406.21568627451	hypothetical protein			
NCU00660	supercont10.1	7654192	7656136	+	406.148148148148	glutamyl-tRNA amidotransferase			
NCU09316	supercont10.1	4272448	4276173	+	405.636363636364	hypothetical protein			
NCU05926	supercont10.6	3442087	3445769	-	405.613636363636	hypothetical protein			
NCU08707	supercont10.2	3751057	3752708	-	405.541666666667	iron sulfur assembly protein			
NCU02360	supercont10.7	1503362	1505034	+	405.541666666667	transmembrane protein UsgS			
NCU10907	supercont10.2	3351809	3354229	-	405.516129032258	PEPAd			
NCU11794	supercont10.4	4591338	4594949	-	405.348837209302	hypothetical protein			
NCU01433	supercont10.5	4763438	4765879	-	405.290322580645	phosphoprotein phosphatase-1			
NCU02731	supercont10.1	3354332	3356087	+	405.166666666667	hypothetical protein			
NCU06284	supercont10.4	3036151	3039484	-	405.15	vacuolar protein sorting-associated protein 35			
NCU03139	supercont10.1	4694797	4697762	+	404.972972972973	histidine-3	"GO:0043331	GO:0000105	GO:0034198	GO:0005622	GO:0004636	GO:0000105	GO:0000105	GO:0004635	GO:0004635	GO:0005622	GO:0004399	GO:0004636	GO:0004636	GO:0000105	GO:0005622	GO:0000105	GO:0004636	GO:0043331	GO:0004399	GO:0005622	GO:0000105	GO:0004399	GO:0043331	GO:0034198	GO:0004399	GO:0005622	GO:0004636	GO:0034198	GO:0000105	GO:0004399	GO:0004635	GO:0004636	GO:0005622	GO:0005622	GO:0004635	GO:0005622	GO:0043331	GO:0004635	GO:0034198	GO:0043331	GO:0004399	GO:0034198	GO:0004635	GO:0004635	GO:0034198	GO:0004399	GO:0043331	GO:0034198	GO:0004636	GO:0000105	GO:0004399	GO:0004635	GO:0043331	GO:0043331	GO:0034198	GO:0004636"	"response to dsRNA	histidine biosynthetic process	cellular response to amino acid starvation	intracellular	phosphoribosyl-ATP diphosphatase activity	histidine biosynthetic process	histidine biosynthetic process	phosphoribosyl-AMP cyclohydrolase activity	phosphoribosyl-AMP cyclohydrolase activity	intracellular	histidinol dehydrogenase activity	phosphoribosyl-ATP diphosphatase activity	phosphoribosyl-ATP diphosphatase activity	histidine biosynthetic process	intracellular	histidine biosynthetic process	phosphoribosyl-ATP diphosphatase activity	response to dsRNA	histidinol dehydrogenase activity	intracellular	histidine biosynthetic process	histidinol dehydrogenase activity	response to dsRNA	cellular response to amino acid starvation	histidinol dehydrogenase activity	intracellular	phosphoribosyl-ATP diphosphatase activity	cellular response to amino acid starvation	histidine biosynthetic process	histidinol dehydrogenase activity	phosphoribosyl-AMP cyclohydrolase activity	phosphoribosyl-ATP diphosphatase activity	intracellular	intracellular	phosphoribosyl-AMP cyclohydrolase activity	intracellular	response to dsRNA	phosphoribosyl-AMP cyclohydrolase activity	cellular response to amino acid starvation	response to dsRNA	histidinol dehydrogenase activity	cellular response to amino acid starvation	phosphoribosyl-AMP cyclohydrolase activity	phosphoribosyl-AMP cyclohydrolase activity	cellular response to amino acid starvation	histidinol dehydrogenase activity	response to dsRNA	cellular response to amino acid starvation	phosphoribosyl-ATP diphosphatase activity	histidine biosynthetic process	histidinol dehydrogenase activity	phosphoribosyl-AMP cyclohydrolase activity	response to dsRNA	response to dsRNA	cellular response to amino acid starvation	phosphoribosyl-ATP diphosphatase activity"	
NCU05253	supercont10.4	5593284	5595223	+	404.925925925926	hypothetical protein			
NCU11912	supercont10.2	436772	437506	+	404.8	hypothetical protein			
NCU11539	supercont10.1	7250164	7250745	-	404.615384615385	hypothetical protein			
NCU06844	supercont10.2	1782601	1783882	-	404.6	hypothetical protein			
NCU09689	supercont10.5	825680	826851	+	404.526315789474	hypothetical protein			
NCU11965	supercont10.2	2961574	2965753	-	404.489795918367	carnitine acetyl transferase			
NCU03638	supercont10.5	1914392	1915532	+	404.421052631579	hypothetical protein	"GO:0005762	GO:0005762	GO:0006412	GO:0003735	GO:0003735	GO:0003735	GO:0003735	GO:0006412	GO:0006412	GO:0005762	GO:0006412	GO:0005762"	"mitochondrial large ribosomal subunit	mitochondrial large ribosomal subunit	translation	structural constituent of ribosome	structural constituent of ribosome	structural constituent of ribosome	structural constituent of ribosome	translation	translation	mitochondrial large ribosomal subunit	translation	mitochondrial large ribosomal subunit"	
NCU11669	supercont10.5	4734339	4740349	-	404.34328358209	myosin-2			
NCU00836	supercont10.1	7005196	7006890	+	404	hypothetical protein			
NCU09349	supercont10.2	4198027	4199832	+	403.92	ATP-dependent RNA helicase has-1	"GO:0005635	GO:0006364	GO:0006364	GO:0005635	GO:0003723	GO:0005730	GO:0003723	GO:0008186	GO:0005635	GO:0004004	GO:0005635	GO:0004004	GO:0003723	GO:0006364	GO:0005635	GO:0006364	GO:0005635	GO:0008186	GO:0004004	GO:0005730	GO:0008186	GO:0004004	GO:0008186	GO:0008186	GO:0006364	GO:0005730	GO:0003723	GO:0004004	GO:0003723	GO:0005635	GO:0005730	GO:0008186	GO:0003723	GO:0004004	GO:0005730	GO:0006364	GO:0004004	GO:0006364	GO:0008186	GO:0005730	GO:0005730	GO:0003723"	"nuclear envelope	rRNA processing	rRNA processing	nuclear envelope	RNA binding	nucleolus	RNA binding	RNA-dependent ATPase activity	nuclear envelope	ATP-dependent RNA helicase activity	nuclear envelope	ATP-dependent RNA helicase activity	RNA binding	rRNA processing	nuclear envelope	rRNA processing	nuclear envelope	RNA-dependent ATPase activity	ATP-dependent RNA helicase activity	nucleolus	RNA-dependent ATPase activity	ATP-dependent RNA helicase activity	RNA-dependent ATPase activity	RNA-dependent ATPase activity	rRNA processing	nucleolus	RNA binding	ATP-dependent RNA helicase activity	RNA binding	nuclear envelope	nucleolus	RNA-dependent ATPase activity	RNA binding	ATP-dependent RNA helicase activity	nucleolus	rRNA processing	ATP-dependent RNA helicase activity	rRNA processing	RNA-dependent ATPase activity	nucleolus	nucleolus	RNA binding"	
NCU00175	supercont10.3	2902309	2903859	-	403.772727272727	hypothetical protein			
NCU03925	supercont10.6	2481768	2483485	-	403.75	toxin biosynthesis protein			
NCU09787	supercont10.6	1115619	1118090	-	403.741935483871	hypothetical protein			
NCU10867	supercont10.4	3938283	3938979	+	403.5	hypothetical protein			
NCU12146	supercont10.6	1979786	1983349	+	403.441860465116	hypothetical protein			
NCU05544	supercont10.6	1565224	1566708	+	403.363636363636	dolichyl-phosphate mannosyltransferase polypeptide 3			
NCU08964	supercont10.5	5848220	5849916	+	403.25	60S ribosomal protein L10	"GO:0022625	GO:0003735	GO:0000027	GO:0000027	GO:0006412	GO:0022625	GO:0003735	GO:0022625	GO:0022625	GO:0000027	GO:0006412	GO:0003735	GO:0006412	GO:0000027	GO:0006412	GO:0022625	GO:0006412	GO:0000027	GO:0003735	GO:0003735"	"cytosolic large ribosomal subunit	structural constituent of ribosome	ribosomal large subunit assembly	ribosomal large subunit assembly	translation	cytosolic large ribosomal subunit	structural constituent of ribosome	cytosolic large ribosomal subunit	cytosolic large ribosomal subunit	ribosomal large subunit assembly	translation	structural constituent of ribosome	translation	ribosomal large subunit assembly	translation	cytosolic large ribosomal subunit	translation	ribosomal large subunit assembly	structural constituent of ribosome	structural constituent of ribosome"	
NCU04642	supercont10.5	1358895	1361242	-	403.225806451613	adenosine deaminase			
NCU08454	supercont10.2	3578748	3579450	-	403.142857142857	hypothetical protein			
NCU04233	supercont10.5	5298239	5300212	-	403.037037037037	hypothetical protein			
NCU08490	supercont10.2	3479215	3480682	-	402.952380952381	hypothetical protein			
NCU08352	supercont10.1	5658063	5660098	+	402.888888888889	cysteine-9	"GO:0010378	GO:0042752	GO:0006979	GO:0006979	GO:0010378	GO:0004791	GO:0045454	GO:0005737	GO:0042752	GO:0005737	GO:0010378	GO:0045454	GO:0004791	GO:0010378	GO:0010378	GO:0006979	GO:0005737	GO:0004791	GO:0005737	GO:0005737	GO:0045454	GO:0008198	GO:0042752	GO:0010378	GO:0006979	GO:0010378	GO:0004791	GO:0004791	GO:0042752	GO:0008198	GO:0008198	GO:0042752	GO:0005737	GO:0004791	GO:0045454	GO:0008198	GO:0008198	GO:0006979	GO:0010378	GO:0045454	GO:0006979	GO:0006979	GO:0008198	GO:0042752	GO:0045454	GO:0004791	GO:0045454	GO:0045454	GO:0005737	GO:0042752	GO:0042752	GO:0006979	GO:0008198	GO:0005737	GO:0004791	GO:0008198"	"temperature compensation of the circadian clock	regulation of circadian rhythm	response to oxidative stress	response to oxidative stress	temperature compensation of the circadian clock	thioredoxin-disulfide reductase activity	cell redox homeostasis	cytoplasm	regulation of circadian rhythm	cytoplasm	temperature compensation of the circadian clock	cell redox homeostasis	thioredoxin-disulfide reductase activity	temperature compensation of the circadian clock	temperature compensation of the circadian clock	response to oxidative stress	cytoplasm	thioredoxin-disulfide reductase activity	cytoplasm	cytoplasm	cell redox homeostasis	ferrous iron binding	regulation of circadian rhythm	temperature compensation of the circadian clock	response to oxidative stress	temperature compensation of the circadian clock	thioredoxin-disulfide reductase activity	thioredoxin-disulfide reductase activity	regulation of circadian rhythm	ferrous iron binding	ferrous iron binding	regulation of circadian rhythm	cytoplasm	thioredoxin-disulfide reductase activity	cell redox homeostasis	ferrous iron binding	ferrous iron binding	response to oxidative stress	temperature compensation of the circadian clock	cell redox homeostasis	response to oxidative stress	response to oxidative stress	ferrous iron binding	regulation of circadian rhythm	cell redox homeostasis	thioredoxin-disulfide reductase activity	cell redox homeostasis	cell redox homeostasis	cytoplasm	regulation of circadian rhythm	regulation of circadian rhythm	response to oxidative stress	ferrous iron binding	cytoplasm	thioredoxin-disulfide reductase activity	ferrous iron binding"	
NCU02613	supercont10.1	2917420	2918895	+	402.761904761905	hypothetical protein			
NCU04604	supercont10.5	1534650	1536762	+	402.714285714286	hypothetical protein			
NCU06778	supercont10.2	1961864	1963488	+	402.695652173913	hypothetical protein	"GO:0008535	GO:0008535	GO:0005743	GO:0005743	GO:0005743	GO:0008535"	"respiratory chain complex IV assembly	respiratory chain complex IV assembly	mitochondrial inner membrane	mitochondrial inner membrane	mitochondrial inner membrane	respiratory chain complex IV assembly"	
NCU03753	supercont10.5	2302672	2303443	-	402.6	clock controlled protein CCG-1	"GO:0009651	GO:0042149	GO:0009651	GO:0009651	GO:0042149	GO:0042149"	"response to salt stress	cellular response to glucose starvation	response to salt stress	response to salt stress	cellular response to glucose starvation	cellular response to glucose starvation"	
NCU09695	supercont10.5	810262	811239	-	402.529411764706	PaxU			
NCU06994	supercont10.4	4817009	4819646	+	402.30303030303	pre-mRNA-splicing factor cef-1			
